,country,athlete_name,sport_name,event_name,medal_type
5,Japan,MAWULI Evelyn,Basketball;BKB;,Women,Silver Medal
6,Japan,MIYAZAKI Saori,Basketball;BKB;,Women,Silver Medal
7,Japan,MIYAZAWA Yuki,Basketball;BKB;,Women,Silver Medal
8,Japan,MIYOSHI Naho,Basketball;BKB;,Women,Silver Medal
9,Japan,MOTOHASHI Nako,Basketball;BKB;,Women,Silver Medal
10,Japan,NAGAOKA Moeko,Basketball;BKB;,Women,Silver Medal
11,Japan,OKOYE Monica,Basketball;BKB;,Women,Silver Medal
12,Japan,TAKADA Maki,Basketball;BKB;,Women,Silver Medal
13,Japan,TODO Nanako,Basketball;BKB;,Women,Silver Medal
14,ROC,KRASILNIKOV Viacheslav,Beach Volleyball;VBV;,Men,Silver Medal
15,ROC,STOYANOVSKIY Oleg,Beach Volleyball;VBV;,Men,Silver Medal
16,Australia,ARTACHO del SOLAR Mariafe,Beach Volleyball;VBV;,Women,Silver Medal
17,Australia,CLANCY Taliqua,Beach Volleyball;VBV;,Women,Silver Medal
18,Philippines,PAALAM Carlo,Boxing;BOX;,Men's Fly (48-52kg),Silver Medal
19,United States of America,RAGAN Duke,Boxing;BOX;,Men's Feather (52-57kg),Silver Medal
0,United States of America,DAVIS Keyshawn,Boxing;BOX;,Men's Light (57-63kg),Silver Medal
1,Great Britain,McCORMACK Pat,Boxing;BOX;,Men's Welter (63-69kg),Silver Medal
2,Ukraine,KHYZHNIAK Oleksandr,Boxing;BOX;,Men's Middle (69-75kg),Silver Medal
3,Great Britain,WHITTAKER Benjamin,Boxing;BOX;,Men's Light Heavy (75-81kg),Silver Medal
4,ROC,GADZHIMAGOMEDOV Muslim,Boxing;BOX;,Men's Heavy (81-91kg),Silver Medal
5,United States of America,TORREZ JR Richard,Boxing;BOX;,Men's Super Heavy (+91kg),Silver Medal
6,Turkey,CAKIROGLU Buse Naz,Boxing;BOX;,Women's Fly (48-51kg),Silver Medal
7,Philippines,PETECIO Nesthy,Boxing;BOX;,Women's Feather (54-57kg),Silver Medal
8,Brazil,FERREIRA Beatriz,Boxing;BOX;,Women's Light (57-60kg),Silver Medal
9,People's Republic of China,GU Hong,Boxing;BOX;,Women's Welter (64-69kg),Silver Medal
10,People's Republic of China,LI Qian,Boxing;BOX;,Women's Middle (69-75kg),Silver Medal
11,Czech Republic,ROHAN Lukas,Canoe Slalom;CSL;,Men's Canoe,Silver Medal
12,Slovakia,GRIGAR Jakub,Canoe Slalom;CSL;,Men's Kayak,Silver Medal
13,Great Britain,FRANKLIN Mallory,Canoe Slalom;CSL;,Women's Canoe,Silver Medal
14,Spain,CHOURRAUT Maialen,Canoe Slalom;CSL;,Women's Kayak,Silver Medal
15,People's Republic of China,LIU Hao,Canoe Sprint;CSP;,Men's Canoe Single 1000m,Silver Medal
16,People's Republic of China,LIU Hao,Canoe Sprint;CSP;,Men's Canoe Double 1000m,Silver Medal
17,People's Republic of China,ZHENG Pengfei,Canoe Sprint;CSP;,Men's Canoe Double 1000m,Silver Medal
18,Hungary,VARGA Adam,Canoe Sprint;CSP;,Men's Kayak Single 1000m,Silver Medal
19,Italy,RIZZA Manfredi,Canoe Sprint;CSP;,Men's Kayak Single 200m,Silver Medal
0,Germany,HOFF Max,Canoe Sprint;CSP;,Men's Kayak Double 1000m,Silver Medal
1,Germany,SCHOPF Jacob,Canoe Sprint;CSP;,Men's Kayak Double 1000m,Silver Medal
2,Spain,AREVALO Carlos,Canoe Sprint;CSP;,Men's Kayak Four 500m,Silver Medal
3,Spain,CRAVIOTTO Saul,Canoe Sprint;CSP;,Men's Kayak Four 500m,Silver Medal
4,Spain,GERMADE Rodrigo,Canoe Sprint;CSP;,Men's Kayak Four 500m,Silver Medal
5,Spain,WALZ Marcus,Canoe Sprint;CSP;,Men's Kayak Four 500m,Silver Medal
6,Canada,VINCENT-LAPOINTE Laurence,Canoe Sprint;CSP;,Women's Canoe Single 200m,Silver Medal
7,Ukraine,CHETVERIKOVA Anastasiia,Canoe Sprint;CSP;,Women's Canoe Double 500m,Silver Medal
8,Ukraine,LUZAN Liudmyla,Canoe Sprint;CSP;,Women's Canoe Double 500m,Silver Medal
9,Spain,PORTELA Teresa,Canoe Sprint;CSP;,Women's Kayak Single 200m,Silver Medal
10,Hungary,CSIPES Tamara,Canoe Sprint;CSP;,Women's Kayak Single 500m,Silver Medal
11,Poland,NAJA Karolina,Canoe Sprint;CSP;,Women's Kayak Double 500m,Silver Medal
12,Poland,PULAWSKA Anna,Canoe Sprint;CSP;,Women's Kayak Double 500m,Silver Medal
13,Belarus,KHUDZENKA Volha,Canoe Sprint;CSP;,Women's Kayak Four 500m,Silver Medal
14,Belarus,LITVINCHUK Maryna,Canoe Sprint;CSP;,Women's Kayak Four 500m,Silver Medal
15,Belarus,MAKHNEVA Marharyta,Canoe Sprint;CSP;,Women's Kayak Four 500m,Silver Medal
16,Belarus,PAPOK Nadzeya,Canoe Sprint;CSP;,Women's Kayak Four 500m,Silver Medal
17,Venezuela,DHERS Daniel,Cycling BMX Freestyle;BMF;,Men's Park,Silver Medal
18,United States of America,ROBERTS Hannah,Cycling BMX Freestyle;BMF;,Women's Park,Silver Medal
19,Great Britain,WHYTE Kye,Cycling BMX Racing;BMX;,Men,Silver Medal
0,Colombia,PAJON Mariana,Cycling BMX Racing;BMX;,Women,Silver Medal
1,Switzerland,FLUECKIGER Mathias,Cycling Mountain Bike;MTB;,Men's Cross-country,Silver Medal
2,Switzerland,FREI Sina,Cycling Mountain Bike;MTB;,Women's Cross-country,Silver Medal
3,Belgium,van AERT Wout,Cycling Road;CRD;,Men's Road Race,Silver Medal
4,Netherlands,DUMOULIN Tom,Cycling Road;CRD;,Men's Individual Time Trial,Silver Medal
5,Netherlands,van VLEUTEN Annemiek,Cycling Road;CRD;,Women's Road Race,Silver Medal
6,Switzerland,REUSSER Marlen,Cycling Road;CRD;,Women's Individual Time Trial,Silver Medal
7,Malaysia,AWANG Mohd Azizulhasni,Cycling Track;CTR;,Men's Keirin,Silver Medal
8,Great Britain,HAYTER Ethan,Cycling Track;CTR;,Men's Madison,Silver Medal
9,Great Britain,WALLS Matthew,Cycling Track;CTR;,Men's Madison,Silver Medal
10,New Zealand,STEWART Campbell,Cycling Track;CTR;,Men's Omnium,Silver Medal
11,Denmark,HANSEN Lasse Norman,Cycling Track;CTR;,Men's Team Pursuit,Silver Medal
12,Denmark,LARSEN Niklas,Cycling Track;CTR;,Men's Team Pursuit,Silver Medal
13,Denmark,MADSEN Frederik,Cycling Track;CTR;,Men's Team Pursuit,Silver Medal
14,Denmark,PEDERSEN Rasmus,Cycling Track;CTR;,Men's Team Pursuit,Silver Medal
15,Netherlands,HOOGLAND Jeffrey,Cycling Track;CTR;,Men's Sprint,Silver Medal
16,Great Britain,CARLIN Jack,Cycling Track;CTR;,Men's Team Sprint,Silver Medal
17,Great Britain,KENNY Jason,Cycling Track;CTR;,Men's Team Sprint,Silver Medal
18,Great Britain,OWENS Ryan,Cycling Track;CTR;,Men's Team Sprint,Silver Medal
19,New Zealand,ANDREWS Ellesse,Cycling Track;CTR;,Women's Keirin,Silver Medal
0,Denmark,DIDERIKSEN Amalie,Cycling Track;CTR;,Women's Madison,Silver Medal
1,Denmark,LETH Julie,Cycling Track;CTR;,Women's Madison,Silver Medal
2,Japan,KAJIHARA Yumi,Cycling Track;CTR;,Women's Omnium,Silver Medal
3,Great Britain,ARCHIBALD Katie,Cycling Track;CTR;,Women's Team Pursuit,Silver Medal
4,Great Britain,BARKER Elinor,Cycling Track;CTR;,Women's Team Pursuit,Silver Medal
5,Great Britain,EVANS Neah,Cycling Track;CTR;,Women's Team Pursuit,Silver Medal
6,Great Britain,KENNY Laura,Cycling Track;CTR;,Women's Team Pursuit,Silver Medal
7,Great Britain,KNIGHT Josie,Cycling Track;CTR;,Women's Team Pursuit,Silver Medal
8,Ukraine,STARIKOVA Olena,Cycling Track;CTR;,Women's Sprint,Silver Medal
9,Germany,FRIEDRICH Lea Sophie,Cycling Track;CTR;,Women's Team Sprint,Silver Medal
10,Germany,HINZE Emma,Cycling Track;CTR;,Women's Team Sprint,Silver Medal
11,People's Republic of China,YANG Jian,Diving;DIV;,Men's 10m Platform,Silver Medal
12,People's Republic of China,CAO Yuan,Diving;DIV;,Men's Synchronised 10m Platform,Silver Medal
13,People's Republic of China,CHEN Aisen,Diving;DIV;,Men's Synchronised 10m Platform,Silver Medal
14,People's Republic of China,WANG Zongyuan,Diving;DIV;,Men's 3m Springboard,Silver Medal
15,United States of America,CAPOBIANCO Andrew,Diving;DIV;,Men's Synchronised 3m Springboard,Silver Medal
16,United States of America,HIXON Michael,Diving;DIV;,Men's Synchronised 3m Springboard,Silver Medal
17,People's Republic of China,CHEN Yuxi,Diving;DIV;,Women's 10m Platform,Silver Medal
18,United States of America,PARRATTO Jessica,Diving;DIV;,Women's Synchronised 10m Platform,Silver Medal
19,United States of America,SCHNELL Delaney,Diving;DIV;,Women's Synchronised 10m Platform,Silver Medal
0,People's Republic of China,WANG Han,Diving;DIV;,Women's 3m Springboard,Silver Medal
1,Canada,ABEL Jennifer,Diving;DIV;,Women's Synchronised 3m Springboard,Silver Medal
2,Canada,CITRINI BEAULIEU Melissa,Diving;DIV;,Women's Synchronised 3m Springboard,Silver Medal
3,Germany,WERTH Isabell,Equestrian;EQU;,Dressage Individual,Silver Medal
4,United States of America,LYLE Adrienne,Equestrian;EQU;,Dressage Team,Silver Medal
5,United States of America,PETERS Steffen,Equestrian;EQU;,Dressage Team,Silver Medal
6,United States of America,SCHUT-KERY Sabine,Equestrian;EQU;,Dressage Team,Silver Medal
7,Great Britain,McEWEN Tom,Equestrian;EQU;,Eventing Individual,Silver Medal
8,Australia,HOY Andrew,Equestrian;EQU;,Eventing Team,Silver Medal
9,Australia,McNAB Kevin,Equestrian;EQU;,Eventing Team,Silver Medal
10,Australia,ROSE Shane,Equestrian;EQU;,Eventing Team,Silver Medal
11,Sweden,FREDRICSON Peder,Equestrian;EQU;,Jumping Individual,Silver Medal
12,United States of America,KRAUT Laura,Equestrian;EQU;,Jumping Team,Silver Medal
13,United States of America,SPRINGSTEEN Jessica,Equestrian;EQU;,Jumping Team,Silver Medal
14,United States of America,WARD McLain,Equestrian;EQU;,Jumping Team,Silver Medal
15,Hungary,SIKLOSI Gergely,Fencing;FEN;,Men's Épée Individual,Silver Medal
16,Italy,GAROZZO Daniele,Fencing;FEN;,Men's Foil Individual,Silver Medal
17,Italy,SAMELE Luigi,Fencing;FEN;,Men's Sabre Individual,Silver Medal
18,ROC,BIDA Sergey,Fencing;FEN;,Men's Épée Team,Silver Medal
19,ROC,GLAZKOV Nikita,Fencing;FEN;,Men's Épée Team,Silver Medal
0,ROC,KHODOS Sergey,Fencing;FEN;,Men's Épée Team,Silver Medal
1,ROC,SUKHOV Pavel,Fencing;FEN;,Men's Épée Team,Silver Medal
2,ROC,BORODACHEV Anton,Fencing;FEN;,Men's Foil Team,Silver Medal
3,ROC,BORODACHEV Kirill,Fencing;FEN;,Men's Foil Team,Silver Medal
4,ROC,MYLNIKOV Vladislav,Fencing;FEN;,Men's Foil Team,Silver Medal
5,ROC,SAFIN Timur,Fencing;FEN;,Men's Foil Team,Silver Medal
6,Italy,BERRE' Enrico,Fencing;FEN;,Men's Sabre Team,Silver Medal
7,Italy,CURATOLI Luca,Fencing;FEN;,Men's Sabre Team,Silver Medal
8,Italy,MONTANO Aldo,Fencing;FEN;,Men's Sabre Team,Silver Medal
9,Italy,SAMELE Luigi,Fencing;FEN;,Men's Sabre Team,Silver Medal
10,Romania,POPESCU Ana Maria,Fencing;FEN;,Women's Épée Individual,Silver Medal
11,ROC,DERIGLAZOVA Inna,Fencing;FEN;,Women's Foil Individual,Silver Medal
12,ROC,VELIKAYA Sofya,Fencing;FEN;,Women's Sabre Individual,Silver Medal
13,Republic of Korea,CHOI Injeong,Fencing;FEN;,Women's Épée Team,Silver Medal
14,Republic of Korea,KANG Young Mi,Fencing;FEN;,Women's Épée Team,Silver Medal
15,Republic of Korea,LEE Hyein,Fencing;FEN;,Women's Épée Team,Silver Medal
16,Republic of Korea,SONG Sera,Fencing;FEN;,Women's Épée Team,Silver Medal
17,France,BLAZE Anita,Fencing;FEN;,Women's Foil Team,Silver Medal
18,France,GUYART Astrid,Fencing;FEN;,Women's Foil Team,Silver Medal
19,France,RANVIER Pauline,Fencing;FEN;,Women's Foil Team,Silver Medal
0,France,THIBUS Ysaora,Fencing;FEN;,Women's Foil Team,Silver Medal
1,France,BALZER Sara,Fencing;FEN;,Women's Sabre Team,Silver Medal
2,France,BERDER Cecilia,Fencing;FEN;,Women's Sabre Team,Silver Medal
3,France,BRUNET Manon,Fencing;FEN;,Women's Sabre Team,Silver Medal
4,France,LEMBACH Charlotte,Fencing;FEN;,Women's Sabre Team,Silver Medal
5,Spain,ASENSIO Marco,Football;FBL;,Men,Silver Medal
6,Spain,CEBALLOS Dani,Football;FBL;,Men,Silver Medal
7,Spain,CUCURELLA Marc,Football;FBL;,Men,Silver Medal
8,Spain,FERNANDEZ Alvaro,Football;FBL;,Men,Silver Medal
9,Spain,GARCIA Eric,Football;FBL;,Men,Silver Medal
10,Spain,GIL Bryan,Football;FBL;,Men,Silver Medal
11,Spain,GIL Oscar,Football;FBL;,Men,Silver Medal
12,Spain,GONZALEZ Pedri,Football;FBL;,Men,Silver Medal
13,Spain,MERINO Mikel,Football;FBL;,Men,Silver Medal
14,Spain,MINGUEZA Oscar,Football;FBL;,Men,Silver Medal
15,Spain,MIR Rafa,Football;FBL;,Men,Silver Medal
16,Spain,MIRANDA Juan,Football;FBL;,Men,Silver Medal
17,Spain,MONCAYOLA Jon,Football;FBL;,Men,Silver Medal
18,Spain,OLMO Dani,Football;FBL;,Men,Silver Medal
19,Spain,OYARZABAL Mikel,Football;FBL;,Men,Silver Medal
0,Spain,PUADO Javier,Football;FBL;,Men,Silver Medal
1,Spain,SIMON Unai,Football;FBL;,Men,Silver Medal
2,Spain,SOLER Carlos,Football;FBL;,Men,Silver Medal
3,Spain,TORRES Pau,Football;FBL;,Men,Silver Medal
4,Spain,VALLEJO Jesus,Football;FBL;,Men,Silver Medal
5,Spain,VILLAR Ivan,Football;FBL;,Men,Silver Medal
6,Spain,ZUBIMENDI Martin,Football;FBL;,Men,Silver Medal
7,Sweden,ANDERSSON Jonna,Football;FBL;,Women,Silver Medal
8,Sweden,ANGELDAL Filippa,Football;FBL;,Women,Silver Medal
9,Sweden,ANVEGARD Anna,Football;FBL;,Women,Silver Medal
10,Sweden,ASLLANI Kosovare,Football;FBL;,Women,Silver Medal
11,Sweden,BENNISON Hanna,Football;FBL;,Women,Silver Medal
12,Sweden,BJORN Nathalie,Football;FBL;,Women,Silver Medal
13,Sweden,BLACKSTENIUS Stina,Football;FBL;,Women,Silver Medal
14,Sweden,BLOMQVIST Rebecka,Football;FBL;,Women,Silver Medal
15,Sweden,ERIKSSON Magdalena,Football;FBL;,Women,Silver Medal
16,Sweden,FALK Jennifer,Football;FBL;,Women,Silver Medal
17,Sweden,GLAS Hanna,Football;FBL;,Women,Silver Medal
18,Sweden,HURTIG Lina,Football;FBL;,Women,Silver Medal
19,Sweden,ILESTEDT Amanda,Football;FBL;,Women,Silver Medal
0,Sweden,JAKOBSSON Sofia,Football;FBL;,Women,Silver Medal
1,Sweden,JANOGY Madelen,Football;FBL;,Women,Silver Medal
2,Sweden,KULLBERG Emma,Football;FBL;,Women,Silver Medal
3,Sweden,LINDAHL Hedvig,Football;FBL;,Women,Silver Medal
4,Sweden,MUSOVIC Zecira,Football;FBL;,Women,Silver Medal
5,Sweden,RODDAR Julia,Football;FBL;,Women,Silver Medal
6,Sweden,ROLFO Fridolina,Football;FBL;,Women,Silver Medal
7,Sweden,SCHOUGH Olivia,Football;FBL;,Women,Silver Medal
8,Sweden,SEGER Caroline,Football;FBL;,Women,Silver Medal
9,Slovakia,SABBATINI Rory,Golf;GLF;,Men's Individual Stroke Play,Silver Medal
10,Japan,INAMI Mone,Golf;GLF;,Women's Individual Stroke Play,Silver Medal
11,Denmark,ANDERSSON Lasse,Handball;HBL;,Men,Silver Medal
12,Denmark,GIDSEL Mathias,Handball;HBL;,Men,Silver Medal
13,Denmark,HANSEN Johan,Handball;HBL;,Men,Silver Medal
14,Denmark,HANSEN Mikkel,Handball;HBL;,Men,Silver Medal
15,Denmark,HOLM Jacob,Handball;HBL;,Men,Silver Medal
16,Denmark,JAKOBSEN Emil,Handball;HBL;,Men,Silver Medal
17,Denmark,LANDIN Magnus,Handball;HBL;,Men,Silver Medal
18,Denmark,LANDIN Niklas,Handball;HBL;,Men,Silver Medal
19,Denmark,MENSAH Mads,Handball;HBL;,Men,Silver Medal
0,Denmark,MOELLER Kevin,Handball;HBL;,Men,Silver Medal
1,Denmark,MOELLGAARD Henrik,Handball;HBL;,Men,Silver Medal
2,Denmark,OLSEN Morten,Handball;HBL;,Men,Silver Medal
3,Denmark,SAUGSTRUP Magnus,Handball;HBL;,Men,Silver Medal
4,Denmark,SVAN Lasse,Handball;HBL;,Men,Silver Medal
5,Denmark,TOFT HANSEN Henrik,Handball;HBL;,Men,Silver Medal
6,ROC,BOBROVNIKOVA Vladlena,Handball;HBL;,Women,Silver Medal
7,ROC,DMITRIEVA Daria,Handball;HBL;,Women,Silver Medal
8,ROC,FOMINA Olga,Handball;HBL;,Women,Silver Medal
9,ROC,GORSHKOVA Polina,Handball;HBL;,Women,Silver Medal
10,ROC,ILINA Ekaterina,Handball;HBL;,Women,Silver Medal
11,ROC,KALININA Viktoriia,Handball;HBL;,Women,Silver Medal
12,ROC,KUZNETSOVA Polina,Handball;HBL;,Women,Silver Medal
13,ROC,MAKEEVA Kseniia,Handball;HBL;,Women,Silver Medal
14,ROC,MANAGAROVA Iuliia,Handball;HBL;,Women,Silver Medal
15,ROC,MIKHAYLICHENKO Elena,Handball;HBL;,Women,Silver Medal
16,ROC,SEDOYKINA Anna,Handball;HBL;,Women,Silver Medal
17,ROC,SEN Anna,Handball;HBL;,Women,Silver Medal
18,ROC,SKOROBOGATCHENKO Antonina,Handball;HBL;,Women,Silver Medal
19,ROC,VEDEKHINA Polina,Handball;HBL;,Women,Silver Medal
0,ROC,VYAKHIREVA Anna,Handball;HBL;,Women,Silver Medal
1,Australia,BEALE Daniel James,Hockey;HOC;,Men,Silver Medal
2,Australia,BELTZ Joshua,Hockey;HOC;,Men,Silver Medal
3,Australia,BRAND Tim,Hockey;HOC;,Men,Silver Medal
4,Australia,CHARTER Andrew Lewis,Hockey;HOC;,Men,Silver Medal
5,Australia,CRAIG Thomas William,Hockey;HOC;,Men,Silver Medal
6,Australia,DAWSON Matthew,Hockey;HOC;,Men,Silver Medal
7,Australia,GOVERS Blake,Hockey;HOC;,Men,Silver Medal
8,Australia,HAYWARD Jeremy Thomas,Hockey;HOC;,Men,Silver Medal
9,Australia,HOWARD Tim,Hockey;HOC;,Men,Silver Medal
10,Australia,MARTIN Dylan,Hockey;HOC;,Men,Silver Medal
11,Australia,MITTON Trent Grant,Hockey;HOC;,Men,Silver Medal
12,Australia,OCKENDEN Edward Clive,Hockey;HOC;,Men,Silver Medal
13,Australia,OGILVIE Flynn Andrew,Hockey;HOC;,Men,Silver Medal
14,Australia,SHARP Lachlan Thomas,Hockey;HOC;,Men,Silver Medal
15,Australia,SIMMONDS Joshua,Hockey;HOC;,Men,Silver Medal
16,Australia,WHETTON Jacob Thomas,Hockey;HOC;,Men,Silver Medal
17,Australia,WICKHAM Tom Joseph,Hockey;HOC;,Men,Silver Medal
18,Australia,ZALEWSKI Aran,Hockey;HOC;,Men,Silver Medal
19,Argentina,ALBERTARRIO Agustina,Hockey;HOC;,Women,Silver Medal
0,Argentina,ALONSO Agostina,Hockey;HOC;,Women,Silver Medal
1,Argentina,BARRIONUEVO Maria Noel,Hockey;HOC;,Women,Silver Medal
2,Argentina,COSTA BIONDI Valentina Isabel,Hockey;HOC;,Women,Silver Medal
3,Argentina,FORCHERIO Maria Emilia,Hockey;HOC;,Women,Silver Medal
4,Argentina,GORZELANY Agustina,Hockey;HOC;,Women,Silver Medal
5,Argentina,GRANATTO Maria Jose,Hockey;HOC;,Women,Silver Medal
6,Argentina,GRANATTO Maria Victoria,Hockey;HOC;,Women,Silver Medal
7,Argentina,JANKUNAS Julieta,Hockey;HOC;,Women,Silver Medal
8,Argentina,MACCARI Sofia,Hockey;HOC;,Women,Silver Medal
9,Argentina,MERINO Delfina,Hockey;HOC;,Women,Silver Medal
10,Argentina,RAPOSO RUIZ de los LLANOS Valentina,Hockey;HOC;,Women,Silver Medal
11,Argentina,RETEGUI Micaela,Hockey;HOC;,Women,Silver Medal
12,Argentina,SANCHEZ MOCCIA Rocio,Hockey;HOC;,Women,Silver Medal
13,Argentina,SAUZE VALDEZ Victoria,Hockey;HOC;,Women,Silver Medal
14,Argentina,SUCCI Maria Belen,Hockey;HOC;,Women,Silver Medal
15,Argentina,TOCCALINO Sofia,Hockey;HOC;,Women,Silver Medal
16,Argentina,TRINCHINETTI Eugenia Maria,Hockey;HOC;,Women,Silver Medal
17,Republic of Korea,CHO Guham,Judo;JUD;,Men -100 kg,Silver Medal
18,Chinese Taipei,YANG Yung Wei,Judo;JUD;,Men -60 kg,Silver Medal
19,Georgia,MARGVELASHVILI Vazha,Judo;JUD;,Men -66 kg,Silver Medal
0,Georgia,SHAVDATUASHVILI Lasha,Judo;JUD;,Men -73 kg,Silver Medal
1,Mongolia,MOLLAEI Saeid,Judo;JUD;,Men -81 kg,Silver Medal
2,Germany,TRIPPEL Eduard,Judo;JUD;,Men -90 kg,Silver Medal
3,Georgia,TUSHISHVILI Guram,Judo;JUD;,Men +100 kg,Silver Medal
4,Japan,TONAKI Funa,Judo;JUD;,Women -48 kg,Silver Medal
5,France,BUCHARD Amandine,Judo;JUD;,Women -52 kg,Silver Medal
6,France,CYSIQUE Sarah Leonie,Judo;JUD;,Women -57 kg,Silver Medal
7,Slovenia,TRSTENJAK Tina,Judo;JUD;,Women -63 kg,Silver Medal
8,Austria,POLLERES Michaela,Judo;JUD;,Women -70 kg,Silver Medal
9,France,MALONGA Madeleine,Judo;JUD;,Women -78 kg,Silver Medal
10,Cuba,ORTIZ Idalys,Judo;JUD;,Women +78 kg,Silver Medal
11,Japan,ABE Hifumi,Judo;JUD;,Mixed Team,Silver Medal
12,Japan,ABE Uta,Judo;JUD;,Mixed Team,Silver Medal
13,Japan,ARAI Chizuru,Judo;JUD;,Mixed Team,Silver Medal
14,Japan,HAMADA Shori,Judo;JUD;,Mixed Team,Silver Medal
15,Japan,HARASAWA Hisayoshi,Judo;JUD;,Mixed Team,Silver Medal
16,Japan,MUKAI Shoichiro,Judo;JUD;,Mixed Team,Silver Medal
17,Japan,NAGASE Takanori,Judo;JUD;,Mixed Team,Silver Medal
18,Japan,ONO Shohei,Judo;JUD;,Mixed Team,Silver Medal
19,Japan,SONE Akira,Judo;JUD;,Mixed Team,Silver Medal
0,Japan,TASHIRO Miku,Judo;JUD;,Mixed Team,Silver Medal
1,Japan,WOLF Aaron,Judo;JUD;,Mixed Team,Silver Medal
2,Japan,YOSHIDA Tsukasa,Judo;JUD;,Mixed Team,Silver Medal
3,Turkey,SAMDAN Eray,Karate;KTE;,Men's Kumite -67kg,Silver Medal
4,Azerbaijan,AGHAYEV Rafael,Karate;KTE;,Men's Kumite -75kg,Silver Medal
5,Spain,QUINTERO Damian,Karate;KTE;,Men's Kata,Silver Medal
6,Saudi Arabia,HAMEDI Tareg,Karate;KTE;,Men's Kumite +75kg,Silver Medal
7,Ukraine,TERLIUGA Anzhelika,Karate;KTE;,Women's Kumite -55kg,Silver Medal
8,People's Republic of China,YIN Xiaoyan,Karate;KTE;,Women's Kumite -61kg,Silver Medal
9,Japan,SHIMIZU Kiyou,Karate;KTE;,Women's Kata,Silver Medal
10,Azerbaijan,ZARETSKA Iryna,Karate;KTE;,Women's Kumite +61kg,Silver Medal
11,Hungary,RASOVSZKY Kristof,Marathon Swimming;OWS;,Men's 10km,Silver Medal
12,Netherlands,van ROUWENDAAL Sharon,Marathon Swimming;OWS;,Women's 10km,Silver Medal
13,Egypt,ELGENDY Ahmed,Modern Pentathlon;MPN;,Men's Individual,Silver Medal
14,Lithuania,ASADAUSKAITE Laura,Modern Pentathlon;MPN;,Women's Individual,Silver Medal
15,ROC,AVERINA Dina,Rhythmic Gymnastics;GRY;,Individual All-Around,Silver Medal
16,ROC,BLIZNYUK Anastasia,Rhythmic Gymnastics;GRY;,Group All-Around,Silver Medal
17,ROC,MAKSIMOVA Anastasiia,Rhythmic Gymnastics;GRY;,Group All-Around,Silver Medal
18,ROC,SHKATOVA Angelina,Rhythmic Gymnastics;GRY;,Group All-Around,Silver Medal
19,ROC,TATAREVA Anastasiia,Rhythmic Gymnastics;GRY;,Group All-Around,Silver Medal
0,ROC,TISHCHENKO Alisa,Rhythmic Gymnastics;GRY;,Group All-Around,Silver Medal
1,Germany,FOLLERT Laurits,Rowing;ROW;,Men's Eight,Silver Medal
2,Germany,JAKSCHIK Malte,Rowing;ROW;,Men's Eight,Silver Medal
3,Germany,JOHANNESEN Torben,Rowing;ROW;,Men's Eight,Silver Medal
4,Germany,OCIK Hannes,Rowing;ROW;,Men's Eight,Silver Medal
5,Germany,ROGGENSACK Olaf,Rowing;ROW;,Men's Eight,Silver Medal
6,Germany,SAUER Martin,Rowing;ROW;,Men's Eight,Silver Medal
7,Germany,SCHMIDT Richard,Rowing;ROW;,Men's Eight,Silver Medal
8,Germany,SCHNEIDER Jakob,Rowing;ROW;,Men's Eight,Silver Medal
9,Germany,WEISSENFELD Johannes,Rowing;ROW;,Men's Eight,Silver Medal
10,Romania,COZMIUC Marius,Rowing;ROW;,Men's Pair,Silver Medal
11,Romania,TUDOSA Ciprian,Rowing;ROW;,Men's Pair,Silver Medal
12,Romania,BERARIU Stefan,Rowing;ROW;,Men's Four,Silver Medal
13,Romania,PASCARI Cosmin,Rowing;ROW;,Men's Four,Silver Medal
14,Romania,SEMCIUC Mugurel Vasile,Rowing;ROW;,Men's Four,Silver Medal
15,Romania,TIGANESCU Mihaita,Rowing;ROW;,Men's Four,Silver Medal
16,Norway,BORCH Kjetil,Rowing;ROW;,Men's Single Sculls,Silver Medal
17,Netherlands,BROENINK Stef,Rowing;ROW;,Men's Double Sculls,Silver Medal
18,Netherlands,TWELLAAR Melvin,Rowing;ROW;,Men's Double Sculls,Silver Medal
19,Germany,OSBORNE Jason,Rowing;ROW;,Lightweight Men's Double Sculls,Silver Medal
0,Germany,ROMMELMANN Jonathan,Rowing;ROW;,Lightweight Men's Double Sculls,Silver Medal
1,Great Britain,BARRAS Tom,Rowing;ROW;,Men's Quadruple Sculls,Silver Medal
2,Great Britain,BEAUMONT Jack,Rowing;ROW;,Men's Quadruple Sculls,Silver Medal
3,Great Britain,GROOM Angus,Rowing;ROW;,Men's Quadruple Sculls,Silver Medal
4,Great Britain,LEASK Harry,Rowing;ROW;,Men's Quadruple Sculls,Silver Medal
5,New Zealand,BEVAN Kelsey,Rowing;ROW;,Women's Eight,Silver Medal
6,New Zealand,DYKE Emma,Rowing;ROW;,Women's Eight,Silver Medal
7,New Zealand,GOWLER Jackie,Rowing;ROW;,Women's Eight,Silver Medal
8,New Zealand,GOWLER Kerri,Rowing;ROW;,Women's Eight,Silver Medal
9,New Zealand,GREENSLADE Ella,Rowing;ROW;,Women's Eight,Silver Medal
10,New Zealand,PRENDERGAST Grace,Rowing;ROW;,Women's Eight,Silver Medal
11,New Zealand,ROSS Beth,Rowing;ROW;,Women's Eight,Silver Medal
12,New Zealand,SHEPHERD Caleb,Rowing;ROW;,Women's Eight,Silver Medal
